product_category,product_type,material_cost,production_time_days,region,origin_state,demand_index,market_trend,season,actual_selling_price,material_type
Pottery & Terracotta,Decorative Pot,140.85,2,Channapatna,Karnataka,0.626,0.0636,Normal,983.11,Terracotta
Natural / Eco-friendly Crafts,Coir Product,117.61,1,Channapatna,Karnataka,0.877,0.2409,Normal,1293.64,Coir
Handloom & Textiles,Dupatta,766.3,5,Bhubaneswar,Odisha,0.441,0.0027,Normal,3110.32,Silk
Woodcraft,Decorative Panel,306.56,15,Bastar,Chhattisgarh,0.551,0.0503,Summer,2857.15,Wood
Woodcraft,Box,461.3,8,Khurja,Uttar Pradesh,0.698,-0.0371,Normal,2148.61,Wood
Handmade Home Décor,Wall Hanging,294.99,3,Pochampally,Telangana,0.555,-0.1217,Normal,2877.88,Jute
Embroidery & Needlecraft,Embroidered Bag,224.99,5,Khurja,Uttar Pradesh,0.589,0.1735,Festival,1652.02,Jute
Woodcraft,Tray,579.03,6,Srinagar,Jammu and Kashmir,0.686,-0.0504,Normal,3478.63,Wood
Embroidery & Needlecraft,Wall Hanging,274.32,9,Srikalahasti,Andhra Pradesh,0.5,-0.0188,Monsoon,3114.56,Cotton
Ceramics,Ceramic Jewellery,383.01,3,Kashmir,Jammu and Kashmir,0.775,0.0483,Festival,1795.31,Porcelain
Handmade Toys,Stuffed Toy,192.43,2,Kondapalli,Andhra Pradesh,0.582,-0.0628,Normal,1880.26,Wool
Handmade Jewellery,Metal Jewellery,533.78,2,Jaipur,Rajasthan,0.704,-0.0237,Wedding,5451.41,Copper
Woodcraft,Decorative Panel,415.03,14,Kutch,Gujarat,0.324,-0.0334,Festival,2078.6,Wood
Pottery & Terracotta,Kitchenware,58.92,1,Pochampally,Telangana,0.609,0.0476,Festival,1380.99,Clay
Metal Crafts,Lamp,1148.15,3,Thanjavur,Tamil Nadu,0.843,-0.0488,Festival,5280.22,Copper
Handmade Bags & Accessories,Handmade Belt,355.52,3,Jaipur,Rajasthan,0.822,0.0466,Normal,2721.04,Leather
Natural / Eco-friendly Crafts,Eco-friendly Packaging,63.5,2,Bhubaneswar,Odisha,0.53,0.1779,Normal,1963.48,Jute
Handmade Home Décor,Mirror,549.0,3,Bhubaneswar,Odisha,0.548,0.0003,Normal,2692.25,Wood
Handmade Bags & Accessories,Scarf,421.28,2,Bastar,Chhattisgarh,0.922,-0.1108,Monsoon,3635.36,Silk
Embroidery & Needlecraft,Table Runner,577.52,7,Khurja,Uttar Pradesh,0.784,0.1099,Summer,2373.48,Linen
Metal Crafts,Utensil,950.82,3,Assam,Assam,0.746,0.1374,Wedding,6102.01,Bell Metal
Pottery & Terracotta,Clay Pot,115.63,2,Jaipur,Rajasthan,0.814,0.1697,Normal,1830.31,Terracotta
Leather & Traditional Craft,Footwear,464.13,5,Jaipur,Rajasthan,0.812,0.0307,Winter,4978.26,Leather
Embroidery & Needlecraft,Embroidered Bag,109.09,12,Assam,Assam,0.711,0.1518,Normal,3691.73,Jute
Handloom & Textiles,Durrie,451.89,8,Etikoppaka,Andhra Pradesh,0.575,0.0212,Wedding,4739.91,Cotton
Woodcraft,Figurine,623.33,5,Khurja,Uttar Pradesh,0.393,0.0078,Normal,2142.63,Wood
Metal Crafts,Utensil,1278.26,7,Narsapur,Andhra Pradesh,0.523,-0.0243,Summer,7370.63,Bell Metal
Handmade Jewellery,Bangles,311.0,7,Kutch,Gujarat,0.692,0.0635,Winter,3076.73,Brass
Leather & Traditional Craft,Belt,1298.3,4,Srikalahasti,Andhra Pradesh,0.741,0.0663,Normal,4528.16,Leather
Handloom & Textiles,Scarf,864.76,8,Bastar,Chhattisgarh,0.791,-0.0774,Summer,3942.75,Silk
Handmade Bags & Accessories,Wallet,481.44,3,Pochampally,Telangana,0.808,0.146,Winter,2326.9,Leather
Handmade Toys,Cloth Doll,297.44,4,Channapatna,Karnataka,0.764,-0.0324,Festival,1617.1,Cotton
"Bamboo, Cane & Natural Fibre",Household Product,175.99,4,Assam,Assam,0.589,-0.0252,Festival,2347.43,Bamboo
Ceramics,Tableware,189.58,4,Etikoppaka,Andhra Pradesh,0.629,0.2111,Festival,2474.99,Stoneware
Natural / Eco-friendly Crafts,Natural-fibre Basket,177.72,6,Srinagar,Jammu and Kashmir,0.28,0.0993,Summer,1191.51,Coir
Handloom & Textiles,Shawl,618.08,11,Channapatna,Karnataka,0.52,-0.0864,Monsoon,2588.58,Linen
Embroidery & Needlecraft,Cushion Cover,411.38,10,Etikoppaka,Andhra Pradesh,0.566,0.0745,Normal,2154.17,Linen
Paintings & Art,Madhubani Painting,394.89,8,Assam,Assam,0.668,0.0986,Wedding,2530.23,Natural Pigment
Metal Crafts,Jewellery,937.85,6,Raghurajpur,Odisha,0.502,-0.0265,Winter,4240.45,Copper
Paintings & Art,Phad Painting,324.7,12,Raghurajpur,Odisha,0.711,0.1698,Normal,3506.99,Cotton
"Bamboo, Cane & Natural Fibre",Bag,216.72,5,Assam,Assam,0.47,0.1132,Summer,1273.29,Bamboo
"Bamboo, Cane & Natural Fibre",Household Product,176.15,6,Channapatna,Karnataka,0.788,0.0187,Normal,1871.46,Jute
Metal Crafts,Decorative Item,1275.01,5,Khurja,Uttar Pradesh,0.323,0.0965,Festival,7618.53,Copper
Natural / Eco-friendly Crafts,Jute Product,135.43,3,Kutch,Gujarat,0.663,0.0127,Normal,1648.3,Jute
Ceramics,Plate,198.58,2,Bhubaneswar,Odisha,0.537,0.084,Winter,2076.0,Stoneware
Paintings & Art,Handmade Wall Art,271.88,10,Bhubaneswar,Odisha,0.649,0.1276,Normal,1809.38,Canvas
Natural / Eco-friendly Crafts,Jute Product,155.22,3,Thanjavur,Tamil Nadu,0.154,0.1298,Festival,1269.39,Jute
Handmade Home Décor,Handmade Clock,474.73,6,Etikoppaka,Andhra Pradesh,0.405,-0.083,Festival,1655.55,Wood
"Bamboo, Cane & Natural Fibre",Household Product,144.34,2,Raghurajpur,Odisha,0.389,0.0232,Normal,1579.65,Cane
Handmade Jewellery,Handmade Earrings,465.02,4,Etikoppaka,Andhra Pradesh,0.693,0.3,Winter,4441.59,Beads
Woodcraft,Tray,430.97,6,Pochampally,Telangana,0.34,-0.015,Normal,3685.08,Wood
Natural / Eco-friendly Crafts,Coir Product,131.26,4,Channapatna,Karnataka,0.8,-0.0467,Winter,1581.88,Coir
Natural / Eco-friendly Crafts,Coir Product,158.31,5,Kolkata,West Bengal,0.776,0.093,Normal,1567.23,Coir
Pottery & Terracotta,Planter,192.07,4,Channapatna,Karnataka,0.551,-0.1028,Normal,1727.11,Terracotta
"Bamboo, Cane & Natural Fibre",Decorative Item,95.79,4,Raghurajpur,Odisha,0.373,0.0916,Normal,767.45,Bamboo
Metal Crafts,Copperware,943.39,8,Raghurajpur,Odisha,0.343,0.1026,Winter,3557.03,Copper
Natural / Eco-friendly Crafts,Palm-leaf Product,73.83,4,Moradabad,Uttar Pradesh,0.388,0.1822,Normal,1126.86,Palm Leaf
Leather & Traditional Craft,Belt,900.28,5,Raghurajpur,Odisha,0.579,0.0935,Winter,4433.03,Leather
Handmade Home Décor,Sculpture,595.66,7,Kondapalli,Andhra Pradesh,0.166,0.1335,Normal,3455.06,Metal
Handmade Home Décor,Decorative Box,238.42,4,Narsapur,Andhra Pradesh,0.714,-0.1047,Normal,1956.22,Bamboo
Handmade Toys,Stuffed Toy,314.72,4,Kashmir,Jammu and Kashmir,0.807,0.1476,Festival,2614.22,Wool
Metal Crafts,Lamp,585.19,8,Narsapur,Andhra Pradesh,0.634,-0.0274,Normal,5623.94,Copper
Paintings & Art,Warli Painting,419.99,8,Assam,Assam,0.787,0.1301,Normal,3360.24,Acrylic
Ceramics,Ceramic Jewellery,151.56,3,Bhubaneswar,Odisha,0.744,0.0364,Normal,1373.6,Porcelain
Pottery & Terracotta,Clay Pot,56.24,2,Jaipur,Rajasthan,0.906,-0.0071,Festival,1364.28,Terracotta
Handmade Bags & Accessories,Backpack,240.79,5,Kondapalli,Andhra Pradesh,0.76,-0.0696,Festival,2501.63,Canvas
Paintings & Art,Tanjore Painting,844.28,11,Raghurajpur,Odisha,0.826,0.0286,Festival,3672.66,Gold Leaf
Woodcraft,Sculpture,498.17,6,Etikoppaka,Andhra Pradesh,0.457,0.0363,Winter,3630.72,Wood
Handmade Jewellery,Terracotta Jewellery,469.08,5,Etikoppaka,Andhra Pradesh,0.383,0.056,Winter,3643.11,Terracotta
Handmade Jewellery,Terracotta Jewellery,200.58,7,Bastar,Chhattisgarh,0.417,0.004,Festival,3104.82,Terracotta
Handmade Home Décor,Decorative Box,531.0,8,Saharanpur,Uttar Pradesh,0.215,0.1331,Normal,1745.93,Wood
Metal Crafts,Jewellery,994.97,7,Kutch,Gujarat,0.79,-0.0424,Festival,8926.86,Copper
Handmade Jewellery,Lac Jewellery,220.94,2,Kondapalli,Andhra Pradesh,0.61,0.1242,Summer,2018.95,Lac
Natural / Eco-friendly Crafts,Palm-leaf Product,57.72,3,Assam,Assam,0.755,-0.0518,Normal,1624.67,Palm Leaf
Handloom & Textiles,Dress Material,850.91,10,Kondapalli,Andhra Pradesh,0.837,0.1209,Festival,4571.79,Silk
Pottery & Terracotta,Decorative Pot,84.22,2,Pochampally,Telangana,0.578,0.1342,Normal,1325.11,Terracotta
Handmade Home Décor,Handmade Clock,507.67,7,Raghurajpur,Odisha,0.47,0.0527,Summer,4233.7,Wood
Paintings & Art,Sketch,149.48,1,Thanjavur,Tamil Nadu,0.643,0.002,Winter,1999.13,Charcoal
Ceramics,Ceramic Jewellery,309.67,1,Kondapalli,Andhra Pradesh,0.643,0.0457,Summer,1630.1,Ceramic
Metal Crafts,Metal Sculpture,1073.89,1,Channapatna,Karnataka,0.429,0.0591,Normal,3898.16,Brass
Natural / Eco-friendly Crafts,Natural-fibre Basket,189.63,3,Narsapur,Andhra Pradesh,0.633,0.1674,Wedding,2118.9,Coir
Woodcraft,Furniture,935.19,6,Srinagar,Jammu and Kashmir,0.599,0.0035,Normal,4194.19,Teak Wood
Handmade Home Décor,Dreamcatcher,264.38,5,Thanjavur,Tamil Nadu,0.507,0.0952,Winter,3014.57,Bamboo
Handmade Jewellery,Beaded Jewellery,538.68,1,Kashmir,Jammu and Kashmir,0.724,0.0769,Monsoon,3463.91,Seed Beads
Woodcraft,Tray,76.65,6,Narsapur,Andhra Pradesh,0.502,0.0454,Normal,2201.01,Wood
Metal Crafts,Metal Sculpture,1720.73,5,Madhubani,Bihar,0.441,0.1163,Normal,3954.48,Bell Metal
Natural / Eco-friendly Crafts,Coir Product,97.2,2,Srikalahasti,Andhra Pradesh,0.42,-0.1307,Normal,1591.11,Coir
Handmade Toys,Handmade Game,123.7,1,Channapatna,Karnataka,0.416,0.0011,Normal,996.89,Cloth
Paintings & Art,Phad Painting,210.97,7,Jaipur,Rajasthan,0.615,0.0269,Wedding,3023.66,Cotton
Woodcraft,Decorative Panel,595.8,8,Bhubaneswar,Odisha,0.493,-0.109,Winter,3341.53,Wood
Metal Crafts,Decorative Item,1020.77,8,Kolkata,West Bengal,0.313,0.1478,Normal,3955.2,Copper
Handmade Jewellery,Wooden Jewellery,290.73,3,Kashmir,Jammu and Kashmir,0.651,0.0874,Normal,2403.7,Wood
Handmade Jewellery,Bracelet,134.21,1,Bastar,Chhattisgarh,0.353,0.0181,Normal,2895.55,Beads
Metal Crafts,Copperware,1110.15,6,Srinagar,Jammu and Kashmir,0.659,0.1276,Wedding,5430.35,Copper
Paintings & Art,Tanjore Painting,360.69,6,Channapatna,Karnataka,0.718,0.1166,Normal,3097.14,Acrylic
Natural / Eco-friendly Crafts,Banana-fibre Product,91.72,2,Channapatna,Karnataka,0.492,0.0332,Summer,1915.68,Banana Fibre
Handloom & Textiles,Stole,529.06,4,Moradabad,Uttar Pradesh,0.34,0.0619,Summer,2138.4,Wool
Handloom & Textiles,Blanket,519.55,9,Bhubaneswar,Odisha,0.664,-0.1218,Wedding,2622.58,Cotton
Paintings & Art,Phad Painting,387.18,4,Jaipur,Rajasthan,0.656,0.0546,Summer,3565.22,Cotton
Paintings & Art,Gond Art,300.78,7,Jaipur,Rajasthan,0.666,0.1711,Normal,2576.17,Watercolour
Handmade Toys,Handmade Game,57.84,2,Kashmir,Jammu and Kashmir,0.597,0.2079,Normal,1672.16,Paper
Handmade Home Décor,Candle,312.84,5,Bastar,Chhattisgarh,0.614,0.0433,Monsoon,2728.39,Beeswax
Paintings & Art,Warli Painting,381.24,5,Thanjavur,Tamil Nadu,0.436,0.1142,Summer,2230.18,Natural Pigment
Woodcraft,Wooden Jewellery,704.08,2,Kolkata,West Bengal,0.774,0.1103,Normal,4896.64,Wood
Embroidery & Needlecraft,Embroidered Bag,602.82,7,Moradabad,Uttar Pradesh,0.8,0.1462,Normal,3443.35,Silk
Handloom & Textiles,Dupatta,561.88,12,Kashmir,Jammu and Kashmir,0.223,-0.0437,Winter,2026.01,Silk
Embroidery & Needlecraft,Patchwork Product,381.9,7,Channapatna,Karnataka,0.82,0.0845,Normal,2209.5,Linen
Pottery & Terracotta,Clay Pot,30.0,2,Kutch,Gujarat,0.649,0.1111,Wedding,1901.73,Terracotta
Metal Crafts,Metal Sculpture,1374.44,6,Kashmir,Jammu and Kashmir,0.772,0.0895,Normal,5265.65,Brass
Metal Crafts,Decorative Item,1579.0,7,Saharanpur,Uttar Pradesh,0.884,-0.0314,Festival,6953.41,Brass
Woodcraft,Furniture,610.29,7,Narsapur,Andhra Pradesh,0.735,0.0058,Normal,2189.76,Teak Wood
Woodcraft,Furniture,566.93,10,Pochampally,Telangana,0.387,0.0618,Normal,4631.17,Sheesham Wood
Handloom & Textiles,Fabric,1106.55,5,Bhubaneswar,Odisha,0.68,0.1384,Normal,4424.83,Silk
Paintings & Art,Pattachitra,195.7,6,Saharanpur,Uttar Pradesh,0.713,0.157,Winter,2178.8,Natural Pigment
Handmade Toys,Handmade Game,279.24,2,Moradabad,Uttar Pradesh,0.745,0.021,Normal,1667.69,Wood
Woodcraft,Decorative Panel,263.09,5,Kutch,Gujarat,0.402,-0.0069,Summer,3666.3,Wood
Ceramics,Decorative Piece,118.96,5,Saharanpur,Uttar Pradesh,0.441,0.0781,Festival,2032.65,Stoneware
Handmade Home Décor,Decorative Box,173.29,4,Madhubani,Bihar,0.518,0.0043,Normal,2652.06,Cane
Ceramics,Decorative Piece,185.42,2,Madhubani,Bihar,0.571,0.0606,Monsoon,1968.54,Ceramic
"Bamboo, Cane & Natural Fibre",Furniture,307.16,4,Khurja,Uttar Pradesh,0.888,0.2183,Festival,3328.68,Cane
Pottery & Terracotta,Vase,57.74,3,Bhubaneswar,Odisha,0.81,0.1393,Normal,1969.58,Clay
Leather & Traditional Craft,Belt,849.14,5,Bastar,Chhattisgarh,0.171,-0.0343,Normal,3689.2,Leather
Handmade Bags & Accessories,Handbag,523.12,1,Khurja,Uttar Pradesh,0.491,0.1763,Normal,2747.61,Leather
Handmade Bags & Accessories,Handbag,202.29,4,Raghurajpur,Odisha,0.777,0.1984,Winter,3329.26,Jute
Natural / Eco-friendly Crafts,Banana-fibre Product,208.03,5,Kutch,Gujarat,0.621,0.0503,Festival,2482.38,Banana Fibre
Ceramics,Home Décor,242.09,1,Kashmir,Jammu and Kashmir,0.525,0.0932,Normal,1315.99,Ceramic
"Bamboo, Cane & Natural Fibre",Bottle/Container,170.25,4,Channapatna,Karnataka,0.734,0.0256,Winter,1594.29,Bamboo
Woodcraft,Kitchenware,438.46,9,Kashmir,Jammu and Kashmir,0.637,-0.0281,Normal,2070.11,Wood
Embroidery & Needlecraft,Quilt,770.24,10,Kolkata,West Bengal,0.573,-0.1005,Winter,3980.65,Wool
Embroidery & Needlecraft,Table Runner,296.75,7,Assam,Assam,0.455,0.0152,Festival,2763.72,Linen
Natural / Eco-friendly Crafts,Coir Product,68.07,5,Thanjavur,Tamil Nadu,0.798,0.0431,Summer,1431.92,Coir
Handloom & Textiles,Carpet,375.86,10,Madhubani,Bihar,0.83,-0.0071,Winter,2424.38,Jute
Handmade Home Décor,Wall Hanging,316.6,3,Pochampally,Telangana,0.556,0.0477,Normal,2575.78,Wood
"Bamboo, Cane & Natural Fibre",Furniture,259.27,4,Moradabad,Uttar Pradesh,0.677,-0.0201,Festival,2769.18,Bamboo
Ceramics,Plate,155.15,1,Madhubani,Bihar,0.571,0.022,Festival,1568.84,Stoneware
Handmade Home Décor,Handmade Clock,321.51,2,Srinagar,Jammu and Kashmir,0.809,-0.0045,Normal,2512.53,Bamboo
Handmade Bags & Accessories,Clutch,468.55,2,Raghurajpur,Odisha,0.831,-0.0153,Monsoon,3219.99,Leather
Pottery & Terracotta,Vase,189.1,1,Etikoppaka,Andhra Pradesh,0.333,0.0605,Normal,1635.66,Terracotta
Handloom & Textiles,Handwoven Bag,332.99,11,Jaipur,Rajasthan,0.549,0.0187,Normal,2688.73,Cotton
Ceramics,Cup,309.12,3,Kondapalli,Andhra Pradesh,0.493,0.0445,Normal,1985.69,Stoneware
Handmade Toys,Stuffed Toy,140.91,4,Raghurajpur,Odisha,0.815,0.0141,Normal,1970.14,Wool
Handmade Toys,Wooden Toy,214.27,1,Bastar,Chhattisgarh,0.649,0.1024,Normal,1652.04,Wood
Woodcraft,Sculpture,571.25,10,Channapatna,Karnataka,0.702,0.0045,Winter,4137.92,Wood
Leather & Traditional Craft,Wallet,601.69,3,Etikoppaka,Andhra Pradesh,0.722,-0.1024,Festival,4603.43,Leather
Handmade Jewellery,Terracotta Jewellery,40.41,3,Assam,Assam,0.568,0.0632,Winter,2060.99,Terracotta
Handmade Toys,Stuffed Toy,30.0,4,Bastar,Chhattisgarh,0.654,0.1248,Normal,1446.41,Jute
"Bamboo, Cane & Natural Fibre",Bag,154.76,5,Jaipur,Rajasthan,0.79,0.1876,Festival,2267.74,Bamboo
Handmade Toys,Traditional Toy,169.84,2,Pochampally,Telangana,0.928,0.0864,Wedding,1917.78,Clay
Handmade Home Décor,Wall Hanging,148.48,5,Kashmir,Jammu and Kashmir,0.846,0.136,Normal,2724.29,Jute
Handmade Toys,Educational Toy,55.22,3,Kutch,Gujarat,0.931,0.0886,Normal,1533.06,Cotton
Natural / Eco-friendly Crafts,Banana-fibre Product,227.25,1,Thanjavur,Tamil Nadu,0.653,-0.0221,Wedding,1918.4,Banana Fibre
Pottery & Terracotta,Vase,103.12,3,Kashmir,Jammu and Kashmir,0.567,0.0485,Normal,1274.4,Terracotta
Handmade Home Décor,Sculpture,337.22,7,Srikalahasti,Andhra Pradesh,0.629,0.1196,Wedding,3140.37,Metal
Paintings & Art,Sketch,198.97,8,Srikalahasti,Andhra Pradesh,0.36,0.1923,Winter,2297.33,Charcoal
Handloom & Textiles,Traditional Garment,371.86,13,Thanjavur,Tamil Nadu,0.716,0.0203,Festival,2930.3,Linen
Handmade Bags & Accessories,Pouch,194.93,2,Jaipur,Rajasthan,0.703,-0.0778,Monsoon,1926.14,Jute
Natural / Eco-friendly Crafts,Natural-fibre Basket,58.91,4,Khurja,Uttar Pradesh,0.309,0.0791,Festival,1690.66,Palm Leaf
Leather & Traditional Craft,Decorative Leather Product,522.23,4,Kondapalli,Andhra Pradesh,0.75,-0.2,Festival,5276.01,Leather
Handmade Jewellery,Lac Jewellery,540.82,4,Saharanpur,Uttar Pradesh,0.949,0.119,Festival,4465.01,Lac
Natural / Eco-friendly Crafts,Natural-fibre Basket,134.6,1,Madhubani,Bihar,0.632,-0.0791,Normal,1811.76,Jute
Metal Crafts,Lamp,1150.56,4,Channapatna,Karnataka,0.398,0.2359,Normal,6701.53,Brass
Natural / Eco-friendly Crafts,Palm-leaf Product,30.0,4,Channapatna,Karnataka,0.643,0.1508,Summer,1371.44,Palm Leaf
Natural / Eco-friendly Crafts,Handmade Paper Product,140.53,3,Bhubaneswar,Odisha,0.746,0.1242,Normal,1217.67,Handmade Paper
Handmade Jewellery,Metal Jewellery,601.62,2,Moradabad,Uttar Pradesh,0.724,-0.024,Normal,2806.41,Brass
Embroidery & Needlecraft,Patchwork Product,278.85,2,Raghurajpur,Odisha,0.816,0.1087,Normal,2944.99,Cotton
Handmade Bags & Accessories,Basket,166.33,3,Assam,Assam,0.57,0.0357,Festival,1384.58,Jute
Woodcraft,Figurine,526.16,11,Saharanpur,Uttar Pradesh,0.909,0.0231,Normal,4334.39,Wood
Paintings & Art,Gond Art,296.8,6,Saharanpur,Uttar Pradesh,0.598,0.0716,Normal,2020.26,Natural Pigment
Ceramics,Decorative Piece,150.9,2,Assam,Assam,0.52,0.1127,Normal,1173.61,Ceramic
Handloom & Textiles,Carpet,332.33,11,Bastar,Chhattisgarh,0.59,0.1312,Monsoon,2670.48,Jute
Natural / Eco-friendly Crafts,Handmade Paper Product,190.99,2,Saharanpur,Uttar Pradesh,0.647,0.0246,Winter,1549.93,Handmade Paper
Handmade Toys,Puppet,376.64,1,Narsapur,Andhra Pradesh,0.688,-0.0537,Normal,2692.89,Wood
"Bamboo, Cane & Natural Fibre",Furniture,207.92,4,Srinagar,Jammu and Kashmir,0.6,0.0967,Festival,1169.0,Cane
"Bamboo, Cane & Natural Fibre",Furniture,119.84,2,Assam,Assam,0.6,0.1395,Normal,1398.11,Bamboo
Pottery & Terracotta,Clay Lamp,137.12,3,Narsapur,Andhra Pradesh,0.693,-0.0268,Normal,1763.42,Terracotta
"Bamboo, Cane & Natural Fibre",Decorative Item,133.45,3,Bhubaneswar,Odisha,0.898,0.1737,Festival,2232.88,Bamboo
Handmade Home Décor,Handmade Clock,401.75,5,Khurja,Uttar Pradesh,0.465,0.3,Summer,3759.84,Bamboo
Handmade Toys,Wooden Toy,182.74,3,Bastar,Chhattisgarh,0.894,0.1264,Monsoon,1208.75,Wood
Embroidery & Needlecraft,Embroidered Bag,740.63,7,Moradabad,Uttar Pradesh,0.644,0.137,Monsoon,2534.79,Silk
Handmade Bags & Accessories,Wallet,290.19,2,Madhubani,Bihar,0.817,0.1241,Festival,1960.48,Cotton
Paintings & Art,Gond Art,136.96,1,Kolkata,West Bengal,0.91,0.1203,Festival,3212.15,Natural Pigment
Handmade Home Décor,Dreamcatcher,30.0,2,Etikoppaka,Andhra Pradesh,0.78,0.0592,Wedding,2660.3,Cotton
"Bamboo, Cane & Natural Fibre",Lampshade,273.05,5,Bastar,Chhattisgarh,0.774,0.1358,Normal,2744.41,Cane
Pottery & Terracotta,Clay Lamp,64.08,4,Assam,Assam,0.395,0.0595,Winter,1702.25,Clay
Handloom & Textiles,Shawl,540.26,8,Pochampally,Telangana,0.738,-0.1114,Summer,3083.05,Silk
Embroidery & Needlecraft,Patchwork Product,137.24,9,Channapatna,Karnataka,0.502,0.1577,Winter,1661.4,Cotton
Metal Crafts,Metal Sculpture,1593.55,5,Kutch,Gujarat,0.515,0.1328,Winter,7650.26,Brass
Handmade Jewellery,Necklace,688.4,1,Narsapur,Andhra Pradesh,0.451,0.2206,Winter,2750.78,Brass
"Bamboo, Cane & Natural Fibre",Furniture,102.11,3,Etikoppaka,Andhra Pradesh,0.653,0.0857,Festival,1741.84,Bamboo
Ceramics,Decorative Piece,61.6,5,Bastar,Chhattisgarh,0.414,-0.0489,Monsoon,1145.67,Ceramic
"Bamboo, Cane & Natural Fibre",Mat,307.04,4,Saharanpur,Uttar Pradesh,0.326,0.1257,Winter,2652.81,Bamboo
Natural / Eco-friendly Crafts,Natural-fibre Basket,156.6,1,Jaipur,Rajasthan,0.503,0.0272,Normal,1951.02,Palm Leaf
Leather & Traditional Craft,Leather Bag,628.28,9,Saharanpur,Uttar Pradesh,0.5,-0.051,Normal,3195.61,Leather
Ceramics,Tableware,280.63,3,Kutch,Gujarat,0.464,0.1349,Wedding,1703.68,Stoneware
Handmade Jewellery,Metal Jewellery,554.11,5,Assam,Assam,0.634,0.0108,Normal,2469.22,Copper
Handmade Jewellery,Necklace,652.3,3,Narsapur,Andhra Pradesh,0.611,-0.134,Summer,4465.26,Brass
Handloom & Textiles,Traditional Garment,520.95,10,Madhubani,Bihar,0.645,0.118,Normal,4556.79,Silk
"Bamboo, Cane & Natural Fibre",Decorative Item,270.63,3,Pochampally,Telangana,0.602,0.0112,Winter,1343.01,Cane
Paintings & Art,Tanjore Painting,659.39,4,Thanjavur,Tamil Nadu,0.526,0.0491,Festival,2804.28,Gold Leaf
Handloom & Textiles,Traditional Garment,657.04,11,Srikalahasti,Andhra Pradesh,0.77,0.172,Wedding,3780.69,Silk
Metal Crafts,Copperware,1307.65,4,Bastar,Chhattisgarh,0.562,0.1093,Festival,3959.99,Copper
Handmade Home Décor,Decorative Box,301.42,4,Bastar,Chhattisgarh,0.454,-0.0388,Festival,1517.88,Bamboo
Handmade Home Décor,Mirror,184.65,6,Kolkata,West Bengal,0.795,0.0924,Normal,2922.74,Bamboo
Handmade Bags & Accessories,Handmade Belt,160.35,4,Thanjavur,Tamil Nadu,0.541,0.0436,Winter,3031.7,Jute
Ceramics,Cup,393.05,5,Moradabad,Uttar Pradesh,0.483,0.1264,Monsoon,1688.64,Stoneware
Metal Crafts,Metal Sculpture,1416.77,10,Srinagar,Jammu and Kashmir,0.941,0.027,Wedding,6193.16,Copper
Leather & Traditional Craft,Wallet,953.14,4,Saharanpur,Uttar Pradesh,0.817,-0.0924,Normal,3655.66,Leather
Woodcraft,Figurine,408.83,4,Narsapur,Andhra Pradesh,0.288,0.2093,Normal,1946.89,Wood
Metal Crafts,Jewellery,2204.93,9,Pochampally,Telangana,0.518,0.1125,Festival,8359.54,Silver
Handmade Bags & Accessories,Wallet,300.75,3,Bhubaneswar,Odisha,0.601,0.024,Summer,2720.71,Jute
Leather & Traditional Craft,Leather Bag,768.82,5,Jaipur,Rajasthan,0.666,0.1763,Winter,4419.39,Leather
"Bamboo, Cane & Natural Fibre",Bottle/Container,400.93,4,Raghurajpur,Odisha,0.595,0.1117,Normal,1523.74,Cane
Woodcraft,Box,502.98,8,Etikoppaka,Andhra Pradesh,0.653,0.135,Festival,4764.6,Wood
Metal Crafts,Copperware,1642.46,5,Thanjavur,Tamil Nadu,0.474,0.1248,Normal,7344.09,Copper
Handmade Bags & Accessories,Scarf,486.19,4,Channapatna,Karnataka,0.772,0.0152,Normal,3134.78,Silk
Ceramics,Plate,126.23,2,Pochampally,Telangana,0.474,0.1033,Summer,2119.8,Ceramic
Ceramics,Bowl,129.82,1,Madhubani,Bihar,0.451,0.0257,Wedding,884.94,Stoneware
Handmade Bags & Accessories,Accessories,298.62,3,Channapatna,Karnataka,0.711,0.197,Festival,2268.45,Beads
Pottery & Terracotta,Sculpture,30.0,2,Kutch,Gujarat,0.292,0.0021,Festival,1252.9,Clay
Woodcraft,Wooden Toy,721.53,7,Channapatna,Karnataka,0.346,-0.0567,Normal,2108.92,Wood
Ceramics,Plate,165.77,1,Moradabad,Uttar Pradesh,0.339,0.0476,Festival,952.52,Ceramic
Woodcraft,Decorative Panel,582.74,8,Etikoppaka,Andhra Pradesh,0.358,0.0381,Winter,2736.42,Wood
Woodcraft,Decorative Panel,507.81,3,Madhubani,Bihar,0.465,0.0301,Festival,4466.15,Wood
Ceramics,Vase,134.3,2,Thanjavur,Tamil Nadu,0.715,0.1528,Normal,1094.88,Stoneware
Pottery & Terracotta,Planter,30.0,3,Narsapur,Andhra Pradesh,0.683,0.0779,Normal,1517.72,Clay
Leather & Traditional Craft,Footwear,578.16,4,Madhubani,Bihar,0.877,0.0755,Normal,5137.47,Leather
Handloom & Textiles,Towel,229.97,11,Kashmir,Jammu and Kashmir,0.792,0.0944,Winter,2229.17,Cotton
Handmade Home Décor,Mirror,495.26,4,Etikoppaka,Andhra Pradesh,0.774,0.0104,Winter,4921.97,Metal
Natural / Eco-friendly Crafts,Handmade Paper Product,198.38,4,Kondapalli,Andhra Pradesh,0.559,0.0742,Normal,1529.24,Handmade Paper
